Msrmt Number,0.2 Alpha Legend,0.5 Alpha Legend,0.2 Alpha Bkgrnd,0.5 Alpha Bkgrnd,Date/Time,Latitude,Longitude,Position Accuracy (m),Barcode,Standard Comments,User Comment
500,  0.8,  0.5,  538,  370, 10/26/2017 19:17:09, 43.366518N, 79.764698W, 11, B04259,, 
501,  0.8,  0.0, 80.3, 68.6, 10/26/2017 19:19:57, 43.366745N, 79.764993W, 11, B04260,, 
502,  501,  326,  132, 83.5, 10/26/2017 19:21:42, 43.366633N, 79.765213W, 11, B04261,, 
503,  0.8,  0.0, 72.5, 36.1, 10/26/2017 19:22:03, 43.366595N, 79.765185W, 11, B04262,, 
504,  0.0,  0.0,  142,  104, 10/26/2017 19:23:50, 43.366728N, 79.765388W, 11, B04263,, 
505,  0.8,  0.0,  148,  108, 10/26/2017 19:24:07, 43.366800N, 79.765352W, 11, B04264,, 
506,  0.8,  0.0,  132, 99.2, 10/26/2017 19:24:31, 43.366797N, 79.765342W, 11, B04265,, 
507,  536,  339,  141,  102, 10/26/2017 19:25:59, 43.366770N, 79.765215W, 11, B04266,, 
508,  0.8,  0.0,  129, 99.2, 10/26/2017 19:27:30, 43.366743N, 79.765305W, 11, B04267,, 
509,  0.8,  0.0,  129, 98.2, 10/26/2017 19:27:40, 43.366743N, 79.765305W, 11, B04268,, 
510,  0.8,  0.0,  140,  105, 10/26/2017 19:27:57, 43.366752N, 79.765298W, 11, B04269,, 
511,  0.0,  0.0,  567,  267, 10/26/2017 19:29:57, 43.366820N, 79.765678W, 11, B04270,, 
512,  142,  109,  382,  290, 10/26/2017 19:31:18, 43.366958N, 79.765928W, 11, B04271,, 
513,  0.8,  0.0,  187,  149, 10/26/2017 19:32:21, 43.366970N, 79.765930W, 11, B04273,, 
514,  0.8,  0.0,  494,  265, 10/26/2017 19:32:32, 43.366970N, 79.765930W, 11, B04273,, 
515,  0.0,  0.0, 98.0, 81.2, 10/26/2017 19:34:22, 43.366865N, 79.765682W, 11, B04274,, 
516,  0.8,  0.0, 55.4, 20.4, 10/26/2017 19:35:42, 43.366835N, 79.765495W, 11, B04275,, 
517,  0.8,  0.0, 53.1, 19.8, 10/26/2017 19:36:09, 43.366795N, 79.765532W, 11, B04276,, 
518,  134, 76.4,  539,  332, 10/26/2017 19:41:25, 43.366830N, 79.766472W, 11, B04277,, 
519,  124, 83.8,  639,  310, 10/26/2017 19:41:33, 43.366830N, 79.766472W, 11, B04278,, 
520,  498,  346,  125, 71.4, 10/26/2017 19:41:42, 43.366832N, 79.766470W, 11, B04279,, 
521, 21.0,  6.8, 93.9, 41.6, 10/26/2017 19:43:16, 43.366828N, 79.766475W, 11, B04280,, 
522,  137, 65.3,  652,  307, 10/26/2017 19:43:27, 43.366828N, 79.766475W, 11, B04280,, 
523,  634,  302,  117, 66.2, 10/26/2017 19:43:40, 43.366827N, 79.766473W, 11, B04282,, 
524,  141, 80.6,  643,  307, 10/26/2017 19:46:41, 43.366818N, 79.766487W, 11, B04284,, 
525,  149, 81.1,  536,  350, 10/26/2017 19:46:50, 43.366818N, 79.766488W, 11, B04285,, 
526,  581,  309,  115, 80.9, 10/26/2017 19:46:59, 43.366817N, 79.766488W, 11, B04286,, 
527,  130, 66.6,  611,  313, 10/26/2017 19:49:19, 43.366825N, 79.766647W, 11, B04287,, 
528, 99.9, 70.4,  533,  313, 10/26/2017 19:49:32, 43.366827N, 79.766647W, 11, B04288,, 
529,  123, 81.1,  515,  365, 10/26/2017 19:51:20, 43.366883N, 79.766620W, 11, B04289,, 
530,  128, 73.2,  614,  295, 10/26/2017 19:51:28, 43.366885N, 79.766623W, 11, B04290,, 
531,  567,  318,  129, 82.7, 10/26/2017 19:51:39, 43.366893N, 79.766635W, 11, B04291,, 
532, , , , , 10/26/2017 19:53:45, 43.366908N, 79.766638W, 11, B04292,, 
533,  513,  306,  160, 87.2, 10/26/2017 19:56:35, 43.366570N, 79.767268W, 11, B04293,, 
534,  0.0,  0.0,  544,  276, 10/26/2017 19:58:16, 43.366642N, 79.767368W, 11, B04294,, 
535,  0.0,  0.0,  141,  108, 10/26/2017 20:02:28, 43.366340N, 79.767923W, 11, B04295,, 
536,  8.5,  6.8, , , 10/26/2017 20:02:38, 43.366342N, 79.767918W, 11, B04296,, 
537, 49.7, 39.0,  139,  107, 10/26/2017 20:02:54, 43.366343N, 79.767918W, 11, ,, 
538,  0.8,  0.0,  139,  109, 10/26/2017 20:03:03, 43.366343N, 79.767918W, 11, B04297,, 
539,  3.1,  2.6,  121, 95.1, 10/26/2017 20:05:11, 43.366257N, 79.767860W, 11, B04298,, 
540,  0.0,  0.0, 96.0, 73.0, 10/26/2017 20:05:22, 43.366252N, 79.767868W, 11, B04299,, 
541,  0.0,  0.0,  127, 98.2, 10/26/2017 20:05:34, 43.366247N, 79.767870W, 11, B04300,, 
542, , , , , 10/26/2017 20:11:11, 43.365717N, 79.768752W, 11, B04301,, 
543,  529,  248,  157, 90.6, 10/26/2017 20:12:09, 43.365617N, 79.768740W, 11, B04302,, 
544,  2.3,  0.5,  600,  277, 10/26/2017 20:13:55, 43.365513N, 79.768842W, 11, B04303,, 
545, , , , , 10/26/2017 20:14:56, 43.365482N, 79.768990W, 11, B04304,, 
546,  0.8,  0.0,  484,  273, 10/26/2017 20:16:06, 43.365425N, 79.769178W, 11, B04305,, 
547,  3.9,  1.1, 64.8, 29.9, 10/26/2017 20:17:55, 43.365090N, 79.769513W, 11, B04306,, 
548, 30.2, 12.6,  273, 89.6, 10/26/2017 20:32:46, 43.366017N, 79.769450W, 11, B04307,, 
549, 38.7, 16.3,  290, 94.8, 10/26/2017 20:33:02, 43.366017N, 79.769448W, 11, B04308,, 
550,  0.8,  0.5, 42.6, 21.0, 10/26/2017 20:36:22, 43.366013N, 79.769707W, 11, B04309,, 
551,  476,  303,  116, 72.8, 10/26/2017 20:43:20, 43.367718N, 79.766837W, 11, B04310,, 
552,  0.8,  0.0,  176,  132, 10/26/2017 20:45:18, 43.367583N, 79.766768W, 11, B04334,, 
553,  3.1,  1.1, 98.8, 46.6, 10/26/2017 20:46:30, 43.367512N, 79.766747W, 11, ,, 
554,  0.8,  0.0, 17.7,  9.9, 10/26/2017 20:48:13, 43.367685N, 79.766895W, 11, B04336,, 
555,  0.0,  0.0,  137,  111, 10/26/2017 20:52:36, 43.368535N, 79.767193W, 11, B04337,, 
556,  505,  307,  136, 97.7, 10/26/2017 20:54:33, 43.368292N, 79.766862W, 11, B04338,, 
557, 33.4, 13.2,  244, 91.7, 10/26/2017 20:57:43, 43.368103N, 79.765172W, 11, B04339,, 
558, 34.8, 14.7,  245, 91.4, 10/26/2017 20:57:55, 43.368103N, 79.765175W, 11, B04340,, 
559, 45.7, 18.4,  261, 97.4, 10/26/2017 21:05:07, 43.365073N, 79.767765W, 11, B04341,, 
560, , , , , 10/26/2017 21:09:51, 43.364508N, 79.770173W, 11, B04342,, 
561,  0.0,  0.0,  132,  109, 10/26/2017 21:12:14, 43.364337N, 79.770593W, 11, B04343,, 
562, , , , , 10/26/2017 21:13:22, 43.364250N, 79.770402W, 11, B04344,, 
563,  618,  292,  163, 93.0, 10/26/2017 21:15:08, 43.364277N, 79.770625W, 11, B04345,, 
564,  0.8,  0.5,  517,  288, 10/26/2017 21:25:19, 43.362885N, 79.771307W, 11, B04347,, 
565, , , , , 10/26/2017 21:25:29, 43.362885N, 79.771307W, 11, B04348,, 
566,  1.5,  0.5, 70.0, 30.3, 10/26/2017 21:35:59, 43.361918N, 79.771635W, 11, B04349,, 
567,  9.3,  4.2, 68.7, 29.9, 10/26/2017 21:36:11, 43.361937N, 79.771642W, 11, B04350,, 
568,  460,  299,  167, 90.9, 10/26/2017 21:38:05, 43.362257N, 79.771668W, 11, B04351,, 
569,  4.7,  1.6, 68.1, 32.6, 10/26/2017 21:40:34, 43.362537N, 79.772430W, 11, B04352,, 
570,  482,  332,  137, 93.8, 10/26/2017 21:46:16, 43.360702N, 79.773253W, 11, B04353,, 
571, 26.4, 13.7,  435,  247, 10/26/2017 21:51:02, 43.360173N, 79.773733W, 11, B04354,, 
572,  139, 91.7,  480,  275, 10/26/2017 21:51:40, 43.360180N, 79.773747W, 11, B04355,, 
573,  112, 67.4,  216,  115, 10/26/2017 21:51:51, 43.360192N, 79.773742W, 11, B04356,, 
574,  0.8,  0.0,  105, 85.1, 10/26/2017 21:53:40, 43.360427N, 79.773528W, 11, B04357,, 
575,  0.8,  0.0, 93.1, 75.7, 10/26/2017 21:53:55, 43.360427N, 79.773527W, 11, B04358,, 
576,  154, 86.9,  588,  296, 10/26/2017 21:55:40, 43.360237N, 79.773832W, 11, B04359,, 
577,  165, 87.5,  509,  325, 10/26/2017 21:55:48, 43.360240N, 79.773825W, 11, B04360,, 
578,  558,  291,  163, 88.3, 10/26/2017 21:55:56, 43.360232N, 79.773793W, 11, B04361,, 
579,  141, 84.8,  520,  246, 10/26/2017 21:58:10, 43.360213N, 79.773958W, 11, B04362,, 
580,  162, 85.4,  521,  312, 10/26/2017 21:58:19, 43.360200N, 79.773942W, 11, B04363,, 
581,  356,  211,  158, 83.8, 10/26/2017 21:58:28, 43.360157N, 79.773905W, 11, B04364,, 
582, 85.6, 44.4,  350,  232, 10/26/2017 22:00:13, 43.360185N, 79.773937W, 11, B04365,, 
583, 74.5, 42.2,  440,  214, 10/26/2017 22:00:22, 43.360193N, 79.773943W, 11, B04366,, 
584,  480,  227, 72.4, 42.8, 10/26/2017 22:00:31, 43.360198N, 79.773947W, 11, B04367,, 
585,  0.8,  0.0, 86.4, 73.3, 10/26/2017 22:03:25, 43.360448N, 79.776512W, 11, B04368,, 
586,  1.5,  0.0, 91.1, 77.5, 10/26/2017 22:05:02, 43.360278N, 79.776493W, 11, B04369,, 
587,  0.8,  0.0, 94.9, 80.1, 10/26/2017 22:08:09, 43.359342N, 79.776127W, 11, B04370,, 
588,  552,  327,  141, 96.1, 10/26/2017 22:11:17, 43.358585N, 79.775658W, 11, B04371,, 
589,  0.8,  0.0,  108, 89.1, 10/26/2017 22:12:37, 43.358657N, 79.775607W, 11, B04372,, 
590,  578,  309,  154, 97.4, 10/26/2017 22:16:36, 43.358807N, 79.775018W, 11, B04373,, 
591,  0.8,  0.0,  541,  364, 10/26/2017 22:19:47, 43.359562N, 79.774218W, 11, B04374,, 
592,  0.8,  0.0,  674,  374, 10/26/2017 22:21:23, 43.359328N, 79.774647W, 11, B04311,, 
593,  519,  320,  125, 91.4, 10/26/2017 22:33:43, 43.360218N, 79.771418W, 11, B04312,, 
594, 45.0, 27.9,  529,  339, 10/26/2017 22:36:40, 43.360620N, 79.771460W, 11, B04313,, 
595, 14.8,  5.8, 79.2, 37.9, 10/26/2017 22:37:03, 43.360622N, 79.771450W, 11, B04314,, 
596, 58.2, 24.2,  585,  317, 10/26/2017 22:37:16, 43.360607N, 79.771458W, 11, B04315,, 
597,  664,  312, 58.1, 24.2, 10/26/2017 22:39:21, 43.360762N, 79.771482W, 11, B04315,, 
598,  104, 71.3, , , 10/26/2017 22:39:43, 43.360763N, 79.771482W, 11, B04316,, 
599,  113, 70.1,  462,  289, 10/26/2017 22:39:52, 43.360765N, 79.771482W, 11, B04317,, 
600,  379,  271, 88.5, 68.0, 10/26/2017 22:40:02, 43.360768N, 79.771487W, 11, B04318,, 
601, 37.3, 21.6,  427,  213, 10/26/2017 22:41:53, 43.360788N, 79.771625W, 11, B04319,, 
602,  144, 83.8,  609,  336, 10/26/2017 22:42:03, 43.360792N, 79.771625W, 11, B04320,, 
603,  639,  302,  147, 86.9, 10/26/2017 22:42:13, 43.360807N, 79.771625W, 11, B04321,, 
604, 42.7, 33.2,  606,  393, 10/26/2017 22:44:06, 43.360720N, 79.771695W, 11, B04322,, 
605,  408,  315, , , 10/26/2017 22:44:15, 43.360715N, 79.771680W, 11, B04323,, 
606,  225,  109,  638,  315, 10/26/2017 22:47:28, 43.360638N, 79.771608W, 11, B04324,, 
607,  161, 85.4,  588,  330, 10/26/2017 22:47:41, 43.360638N, 79.771610W, 11, B04325,, 
608, 15.5,  6.3, 40.2, 19.4, 10/26/2017 22:49:56, 43.360643N, 79.771485W, 11, B04326,, 
609, 24.1,  8.4, 83.6, 39.9, 10/26/2017 22:50:04, 43.360643N, 79.771485W, 11, B04327,, 
610, 70.6, 33.7, 22.5,  7.4, 10/26/2017 22:50:16, 43.360643N, 79.771472W, 11, B04328,, 
611,  0.0,  0.0,  539,  283, 10/27/2017 15:09:18, 43.360425N, 79.771580W, 11, B04333,, 
612,  1.6,  0.5,  681,  328, 10/27/2017 15:19:15, 43.359293N, 79.771187W, 11, B04332,, 
613, , , , , 10/27/2017 15:19:29, 43.359297N, 79.771193W, 11, B04331,, 
614,  526,  313,  170, 91.7, 10/27/2017 15:20:24, 43.359295N, 79.771280W, 11, B04330,, 
615, , , , , 10/27/2017 15:22:45, 43.359237N, 79.771217W, 11, B04329,, 
616,  1.6,  0.5, 47.2, 21.5, 10/27/2017 15:25:53, 43.358775N, 79.771518W, 11, B04327,, 
617,  0.0,  0.0, 55.0, 21.0, 10/27/2017 15:28:50, 43.358432N, 79.771467W, 11, B04328,, 
618,  0.0,  0.0, 54.2, 20.0, 10/27/2017 15:29:01, 43.358460N, 79.771462W, 11, B04432,, 
619,  0.8,  0.0, 74.3, 66.2, 10/27/2017 15:31:24, 43.358105N, 79.771398W, 11, B04433,, 
620,  2.3,  1.1,  489,  346, 10/27/2017 15:40:01, 43.357532N, 79.770887W, 11, B04434,, 
621,  0.8,  0.0, 89.3, 75.2, 10/27/2017 15:40:21, 43.357507N, 79.770883W, 11, B04435,, 
622,  0.0,  0.0,  553,  241, 10/27/2017 15:42:20, 43.357270N, 79.770577W, 11, B04436,, 
623,  0.0, -0.5, 87.5, 39.4, 10/27/2017 15:44:30, 43.356887N, 79.769995W, 11, B04437,, 
624,  0.0, -0.5, 85.9, 38.4, 10/27/2017 15:44:46, 43.356838N, 79.770005W, 11, B04438,, 
625,  0.0,  0.0, 91.8, 80.7, 10/27/2017 15:45:55, 43.356757N, 79.769827W, 11, B04439,, 
626,  0.0, -1.1, 58.2, 21.1, 10/27/2017 15:50:25, 43.356187N, 79.769042W, 11, B04440,, 
627,  1.6,  0.0, 59.4, 22.5, 10/27/2017 15:50:39, 43.356188N, 79.769035W, 11, B04441,, 
628, , , , , 10/27/2017 15:52:30, 43.356403N, 79.769397W, 11, B04442,, 
629,  535,  332,  145, 84.1, 10/27/2017 15:57:44, 43.356808N, 79.768048W, 11, B04443,, 
630, , , , , 10/27/2017 16:03:17, 43.356975N, 79.766050W, 11, B04444,, 
631, , , , , 10/27/2017 16:08:41, 43.357527N, 79.766177W, 11, B04445,, 
632,  0.8,  0.0,  104, 84.9, 10/27/2017 16:15:09, 43.358745N, 79.767755W, 11, B04446,, 
633,  0.8,  0.0,  119, 93.5, 10/27/2017 16:15:18, 43.358730N, 79.767733W, 11, B04447,, 
634,  519,  321,  134, 87.0, 10/27/2017 16:18:06, 43.358352N, 79.767515W, 11, B04448,, 
635,  141, 80.9,  578,  272, 10/27/2017 16:21:51, 43.359103N, 79.768422W, 11, B04449,, 
636,  137, 79.6,  598,  261, 10/27/2017 16:22:01, 43.359068N, 79.768418W, 11, B04450,, 
637,  536,  309,  150, 71.1, 10/27/2017 16:22:19, 43.359035N, 79.768413W, 11, B04451,, 
638,  134, 79.3,  550,  304, 10/27/2017 16:23:34, 43.359028N, 79.768325W, 11, B04452,, 
639,  127, 88.0,  518,  333, 10/27/2017 16:23:41, 43.359028N, 79.768325W, 11, B04453,, 
640,  0.0,  0.0,  634,  300, 10/27/2017 16:25:48, 43.358940N, 79.767992W, 11, B04454,, 
641,  0.0,  0.0,  668,  310, 10/27/2017 16:27:11, 43.358930N, 79.768062W, 11, B04455,, 
642,  141, 86.1,  631,  329, 10/27/2017 16:28:48, 43.359045N, 79.768380W, 11, B04456,, 
643,  138, 89.0,  615,  323, 10/27/2017 16:28:55, 43.359045N, 79.768378W, 11, B04457,, 
644,  613,  304,  132, 83.5, 10/27/2017 16:29:05, 43.359045N, 79.768377W, 11, B04458,, 
645,  137, 84.6,  543,  320, 10/27/2017 16:31:05, 43.359253N, 79.768440W, 11, B04459,, 
646,  150, 80.6,  615,  296, 10/27/2017 16:31:12, 43.359248N, 79.768445W, 11, B04460,, 
647,  636,  299,  150, 79.0, 10/27/2017 16:31:20, 43.359230N, 79.768448W, 11, B04461,, 
648,  108, 64.5,  268,  180, 10/27/2017 16:32:53, 43.359173N, 79.768493W, 11, B04402,, 
649,  130, 84.8,  551,  315, 10/27/2017 16:33:01, 43.359172N, 79.768475W, 11, B04403,, 
650,  601,  329,  122, 84.6, 10/27/2017 16:33:09, 43.359168N, 79.768483W, 11, B04404,, 
651, , , , , 10/27/2017 16:35:55, 43.359812N, 79.769188W, 11, B04405,, 
652,  134, 66.4,  590,  257, 10/27/2017 16:41:12, 43.360230N, 79.770358W, 11, B04406,, 
653,  122, 70.0,  636,  258, 10/27/2017 16:41:19, 43.360225N, 79.770378W, 11, B04407,, 
654,  594,  240,  128, 61.9, 10/27/2017 16:41:28, 43.360242N, 79.770378W, 11, B04408,, 
655, 52.6, 33.5,  490,  243, 10/27/2017 16:43:10, 43.360330N, 79.770525W, 11, B04409,, 
656,  116, 71.6, , , 10/27/2017 16:43:14, 43.360363N, 79.770520W, 11, B04410,, 
657,  408,  285, , , 10/27/2017 16:43:17, 43.360345N, 79.770530W, 11, ,, 
658,  472,  232,  132, 77.3, 10/27/2017 16:43:25, 43.360323N, 79.770492W, 11, B04411,, 
659,  116, 70.7,  495,  267, 10/27/2017 16:44:36, 43.360162N, 79.770572W, 11, B04412,, 
660,  134, 68.4,  539,  269, 10/27/2017 16:44:44, 43.360180N, 79.770587W, 11, B04413,, 
661,  550,  282,  114, 65.7, 10/27/2017 16:44:52, 43.360160N, 79.770573W, 11, B04414,, 
662, 86.1, 66.4,  632,  274, 10/27/2017 16:46:07, 43.360097N, 79.770570W, 11, B04415,, 
663, 93.8, 68.9,  379,  260, 10/27/2017 16:46:13, 43.360100N, 79.770565W, 11, B04415,, 
664,  468,  316, 77.1, 58.7, 10/27/2017 16:46:23, 43.360112N, 79.770550W, 11, B04417,, 
665,  517,  333,  132, 90.2, 10/27/2017 16:48:55, 43.360948N, 79.770357W, 11, B04418,, 
666,  639,  321,  178, 83.2, 10/27/2017 16:53:48, 43.362555N, 79.769285W, 11, B04419,, 
667,  612,  321,  163, 88.1, 10/27/2017 16:56:50, 43.362790N, 79.770162W, 11, B04420,, 
668,  619,  370,  176, 86.7, 10/27/2017 16:58:59, 43.362192N, 79.770565W, 11, B04421,, 
669,  0.8,  0.0,  598,  344, 10/27/2017 17:11:51, 43.364382N, 79.757580W, 11, B04422,, 
670,  691,  277,  203, 98.0, 10/27/2017 17:13:11, 43.364412N, 79.757818W, 11, B04423,, 
671,  0.0,  0.0, 93.0, 79.5, 10/27/2017 17:14:08, 43.364467N, 79.757932W, 11, B04424,, 
672,  549,  280,  119, 66.4, 10/27/2017 17:19:42, 43.364405N, 79.760735W, 11, B04425,, 
673, 28.6, 18.8, 73.0, 31.1, 10/27/2017 17:20:05, 43.364402N, 79.760752W, 11, B04426,, 
674,  0.0,  0.0, 88.6, 75.5, 10/27/2017 17:21:46, 43.362967N, 79.759923W, 11, B04427,, 
675,  605,  324,  177, 90.5, 10/27/2017 17:22:46, 43.362812N, 79.759890W, 11, B04428,, 
676,  604,  288,  136, 77.1, 10/27/2017 17:24:57, 43.363313N, 79.759228W, 11, B04429,, 
677,  575,  276,  144, 89.7, 10/27/2017 17:27:35, 43.364052N, 79.758573W, 11, B04430,, 
678,  457,  315,  147, 92.1, 10/27/2017 17:30:29, 43.362043N, 79.760518W, 11, B04375,, 
679,  0.0, -0.5, 45.2, 19.3, 10/27/2017 17:30:48, 43.362050N, 79.760520W, 11, B04376,, 
680, , , , , 10/27/2017 17:32:23, 43.362050N, 79.760338W, 11, B04377,, 
681,  635,  294,  156, 81.6, 10/27/2017 17:33:38, 43.362168N, 79.760477W, 11, B04378,, 
682,  694,  319,  0.0,  0.0, 10/27/2017 17:34:41, 43.362120N, 79.760543W, 11, B04379,, 
683, , , , , 10/27/2017 17:35:41, 43.362210N, 79.760705W, 11, B04380,, 
684,  0.0,  0.0,  667,  395, 10/27/2017 17:37:54, 43.362555N, 79.761115W, 11, B04381,, 
685, , , , , 10/27/2017 17:37:54, 43.362555N, 79.761115W, 11, ,, 
686, , , , , 10/27/2017 17:37:55, 43.362552N, 79.761112W, 11, ,, 
687,  523,  320,  168, 90.7, 10/27/2017 17:38:51, 43.362567N, 79.761213W, 11, B04382,, 
688,  0.0,  0.0,  734,  404, 10/27/2017 17:42:07, 43.363940N, 79.761935W, 11, B04383,, 
689,  561,  313,  181, 88.9, 10/27/2017 17:44:19, 43.364752N, 79.761768W, 11, ,, 
690, 37.3, 32.8,  124, 96.4, 10/27/2017 17:46:39, 43.364887N, 79.762237W, 11, B04385,, 
691,  0.8,  0.0, 60.1, 25.2, 10/27/2017 17:48:34, 43.364240N, 79.762960W, 11, B04386,, 
692,  623,  296,  164, 75.7, 10/27/2017 17:52:32, 43.363792N, 79.763192W, 11, B04387,, 
693,  623,  314,  195, 99.0, 10/27/2017 17:56:30, 43.361502N, 79.762617W, 11, B04388,, 
694,  594,  277,  161, 88.3, 10/27/2017 18:01:31, 43.362088N, 79.762002W, 11, B04490,, 
695, , , , , 10/27/2017 19:06:11, 43.354475N, 79.768542W, 11, ,, 
696, , , , , 10/27/2017 19:13:51, 43.366425N, 79.763405W, 11, ,, 
697,  657,  330,  161, 92.6, 10/27/2017 19:15:33, 43.366803N, 79.763150W, 11, B04489,, 
698,  561,  256,  170, 92.3, 10/27/2017 19:17:39, 43.367855N, 79.762358W, 11, B04488,, 
699,  619,  282,  132, 90.2, 10/27/2017 19:22:43, 43.371057N, 79.760325W, 11, B04487,, 
700,  624,  255,  149, 74.4, 10/27/2017 19:23:14, 43.371070N, 79.760325W, 11, B04486,, 
701, , , , , 10/27/2017 19:24:11, 43.370975N, 79.760167W, 11, B04485,, 
702,  0.0, -0.5, 55.3, 24.6, 10/27/2017 19:30:18, 43.368150N, 79.757195W, 11, B04484,, 
703,  402,  231,  159,  101, 10/27/2017 19:32:11, 43.367660N, 79.757632W, 11, B04483,, 
704, 15.9,  5.9,  248, 88.9, 10/27/2017 19:37:43, 43.366702N, 79.760668W, 11, B04482,, 
705,  0.8,  0.0,  117, 45.4, 10/27/2017 19:37:55, 43.366697N, 79.760662W, 11, B04481,, 
706, 10.3,  4.8,  278,  117, 10/27/2017 19:40:27, 43.367250N, 79.761480W, 11, B04480,, 
707, 44.3, 17.7,  265,  112, 10/27/2017 19:40:38, 43.367250N, 79.761480W, 11, B04479,, 
708,  0.0, -0.5,  478,  300, 10/30/2017 15:58:22, 43.368612N, 79.752127W, 11, B04517,, 
709,  2.4,  1.1, 75.9, 28.9, 10/30/2017 16:02:30, 43.369350N, 79.751163W, 11, B04518,, 
710,  1.6,  1.1,  529,  260, 10/30/2017 16:04:09, 43.369197N, 79.751517W, 11, B04519,, 
711,  0.0,  0.0, 77.5, 29.4, 10/30/2017 16:10:45, 43.371180N, 79.749132W, 11, B04520,, 
712,  0.8,  0.5,  774,  467, 10/30/2017 16:17:11, 43.373195N, 79.746962W, 11, B04521,, 
713,  0.8,  0.5,  724,  457, 10/30/2017 16:17:29, 43.373205N, 79.746993W, 11, B04522,, 
714, 50.3, 26.5, 18.3,  8.1, 10/30/2017 16:21:37, 43.373670N, 79.746367W, 11, B04523,, 
715,  6.4,  2.7, 97.0, 47.9, 10/30/2017 16:21:51, 43.373668N, 79.746363W, 11, B04524,, 
716, 46.3, 25.9, 19.1, 12.9, 10/30/2017 16:24:29, 43.373733N, 79.746160W, 11, B04525,, 
717,  129,  104, 45.5, 29.2, 10/30/2017 16:24:40, 43.373732N, 79.746160W, 11, B04526,, 
718,  749,  308,  0.8,  1.1, 10/30/2017 16:24:51, 43.373722N, 79.746150W, 11, B04527,, 
719,  0.8,  1.1,  753,  314, 10/30/2017 16:25:05, 43.373712N, 79.746147W, 11, B04528,, 
720, , , , , 10/30/2017 16:26:47, 43.373730N, 79.746230W, 11, B04529,, 
721, 47.1, 22.7,  0.8,  1.1, 10/30/2017 16:30:08, 43.374020N, 79.746070W, 11, B04530,, 
722, 46.3, 22.1,  1.6,  1.6, 10/30/2017 16:30:24, 43.374020N, 79.746070W, 11, B04531,, 
723,  554,  323,  158, 96.6, 10/30/2017 16:32:57, 43.374342N, 79.745563W, 11, B04532,, 
724,  0.8,  1.1, 35.0, 16.2, 10/30/2017 16:33:09, 43.374362N, 79.745532W, 11, B04533,, 
725, , , , , 10/30/2017 16:34:17, 43.374483N, 79.745447W, 11, ,, 
726,  532,  360,  170, 91.8, 10/30/2017 16:37:18, 43.375262N, 79.744568W, 11, B04534,, 
727, 15.1,  7.0, 88.0, 40.3, 10/30/2017 16:40:50, 43.376367N, 79.743525W, 11, B04535,, 
728,  167,  129,  3.2,  2.2, 10/30/2017 16:42:36, 43.376268N, 79.743243W, 11, B04536,, 
729,  3.2,  2.2,  153,  120, 10/30/2017 16:42:45, 43.376273N, 79.743247W, 11, ,, 
730,  359,  285,  135, 87.5, 10/30/2017 16:52:51, 43.379318N, 79.740042W, 11, B04538,, 
731,  1.6,  1.1,  3.2,  2.7, 10/30/2017 16:54:36, 43.379708N, 79.739800W, 11, B04539,, 
732,  334,  233,  172,  101, 10/30/2017 16:57:28, 43.379905N, 79.739372W, 11, B04540,, 
733,  484,  262,  146,  101, 10/30/2017 17:03:04, 43.381068N, 79.738053W, 11, B04541,, 
734,  1.6,  1.6,  447,  270, 10/30/2017 17:05:58, 43.381247N, 79.738163W, 11, B04542,, 
735,  1.6,  1.6,  422,  269, 10/30/2017 17:07:41, 43.381458N, 79.737908W, 11, B04543,, 
736,  0.8,  1.6, , , 10/30/2017 17:07:52, 43.381455N, 79.737907W, 11, B04544,, 
737,  1.6,  1.6,  431,  270, 10/30/2017 17:08:08, 43.381458N, 79.737898W, 11, ,, 
738,  1.6,  1.1, 23.1, 12.4, 10/30/2017 17:09:53, 43.381395N, 79.737773W, 11, B04545,, 
739,  0.0,  0.0,  224,  143, 10/30/2017 17:11:13, 43.381410N, 79.737668W, 11, B04546,, 
740,  0.0,  0.0,  238,  126, 10/30/2017 17:11:33, 43.381410N, 79.737670W, 11, B04547,, 
741,  2.4,  1.6, 75.9, 27.8, 10/30/2017 17:13:08, 43.381513N, 79.737597W, 11, B04548,, 
742,  1.6,  1.6,  6.3,  4.3, 10/30/2017 17:14:22, 43.381687N, 79.737695W, 11, B04549,, 
743,  1.6,  1.1,  7.1,  4.8, 10/30/2017 17:14:39, 43.381687N, 79.737697W, 11, B04550,, 
744,  1.6,  1.6, 75.7, 32.6, 10/30/2017 17:16:21, 43.381823N, 79.737803W, 11, B04551,, 
745,  1.6,  1.6,  453,  271, 10/30/2017 17:18:03, 43.381742N, 79.737963W, 11, B04552,, 
746,  1.6,  1.6,  467,  262, 10/30/2017 17:18:36, 43.381748N, 79.737958W, 11, B04553,, 
747,  1.6,  1.6,  471,  246, 10/30/2017 17:20:07, 43.381910N, 79.738205W, 11, B04554,, 
748,  1.6,  1.1,  470,  323, 10/30/2017 17:20:24, 43.381910N, 79.738205W, 11, B04555,, 
749,  668,  334,  0.8,  1.1, 10/30/2017 17:21:59, 43.381922N, 79.738188W, 11, B04556,, 
750,  0.8,  1.1,  667,  353, 10/30/2017 17:22:21, 43.381922N, 79.738185W, 11, B04557,, 
751,  1.6,  1.6,  479,  254, 10/30/2017 17:24:16, 43.381670N, 79.738058W, 11, B04558,, 
