Msrmt Number,0.2 Alpha Legend,0.5 Alpha Legend,0.2 Alpha Bkgrnd,0.5 Alpha Bkgrnd,Date/Time,Latitude,Longitude,Position Accuracy (m),Barcode,Standard Comments,User Comment
1000,  0.8,  0.0,  431,  359, 11/01/2017 15:59:40, 43.353980N, 79.761292W, 11, B04793,, 
1001, 61.1, 37.7,  501,  265, 11/01/2017 16:01:09, 43.353902N, 79.761022W, 11, B04794,, 
1002,  137, 78.3,  376,  246, 11/01/2017 16:01:18, 43.353895N, 79.761020W, 11, B04795,, 
1003,  416,  226,  158, 83.5, 11/01/2017 16:01:29, 43.353892N, 79.761030W, 11, B04796,, 
1004,  0.8,  0.0,  666,  379, 11/01/2017 16:02:42, 43.353995N, 79.760828W, 11, B04797,, 
1005,  138, 69.1,  498,  249, 11/01/2017 16:04:09, 43.353898N, 79.760872W, 11, B04798,, 
1006,  145, 80.1,  460,  220, 11/01/2017 16:04:21, 43.353898N, 79.760873W, 11, B04799,, 
1007,  456,  231,  143, 84.6, 11/01/2017 16:04:31, 43.353898N, 79.760873W, 11, B04800,, 
1008,  128, 82.7,  595,  262, 11/01/2017 16:05:55, 43.353802N, 79.760910W, 11, B04801,, 
1009,  121, 78.8,  382,  200, 11/01/2017 16:06:03, 43.353802N, 79.760930W, 11, B04802,, 
1010,  418,  219,  119, 79.4, 11/01/2017 16:06:11, 43.353805N, 79.760947W, 11, B04803,, 
1011,  131, 86.9,  551,  332, 11/01/2017 16:07:57, 43.353655N, 79.761268W, 11, B04804,, 
1012,  139, 91.9,  629,  296, 11/01/2017 16:08:05, 43.353658N, 79.761260W, 11, B04805,, 
1013,  505,  316,  145, 79.4, 11/01/2017 16:08:13, 43.353627N, 79.761222W, 11, B04806,, 
1014,  155, 87.4,  554,  314, 11/01/2017 16:09:25, 43.353885N, 79.761355W, 11, B04807,, 
1015,  140, 88.2,  693,  306, 11/01/2017 16:09:32, 43.353890N, 79.761345W, 11, B04808,, 
1016,  563,  323,  145, 89.8, 11/01/2017 16:09:39, 43.353893N, 79.761340W, 11, B04809,, 
1017,  0.0, -1.6,  556,  338, 11/01/2017 16:11:58, 43.353662N, 79.761400W, 11, B04811,, 
1018, 53.4, 25.7, 13.9,  6.3, 11/01/2017 16:14:09, 43.353518N, 79.761532W, 11, B04812,, 
1019,  602,  298,  141, 93.2, 11/01/2017 16:16:47, 43.353220N, 79.761980W, 11, B04813,, 
1020,  0.8,  0.0, 55.7, 24.6, 11/01/2017 16:17:05, 43.353220N, 79.761980W, 11, B04814,, 
1021, , , , , 11/01/2017 16:18:41, 43.353160N, 79.762018W, 11, B04815,, 
1022, , , , , 11/01/2017 16:19:29, 43.353127N, 79.762153W, 11, B04816,, 
1023,  477,  284,  168, 97.9, 11/01/2017 16:20:49, 43.353065N, 79.761930W, 11, B04817,, 
1024,  143, 74.4,  502,  267, 11/01/2017 16:23:59, 43.352948N, 79.762375W, 11, B04818,, 
1025,  154, 97.4,  520,  347, 11/01/2017 16:26:48, 43.352355N, 79.762960W, 11, B04819,, 
1026,  147,  102,  522,  339, 11/01/2017 16:27:00, 43.352345N, 79.762963W, 11, B04820,, 
1027,  568,  347,  168, 96.1, 11/01/2017 16:27:06, 43.352342N, 79.762945W, 11, B04821,, 
1028, 72.7, 31.9, 15.4,  6.3, 11/01/2017 16:28:44, 43.352240N, 79.762802W, 11, B04822,, 
1029,  0.0, -0.5, 56.7, 21.8, 11/01/2017 16:28:54, 43.352240N, 79.762787W, 11, B04823,, 
1030, , , , , 11/01/2017 16:29:57, 43.352265N, 79.762853W, 11, B04824,, 
1031,  161, 83.8,  616,  294, 11/01/2017 16:31:16, 43.352280N, 79.762888W, 11, B04825,, 
1032,  157, 91.9,  607,  297, 11/01/2017 16:31:24, 43.352280N, 79.762888W, 11, B04826,, 
1033,  584,  316,  180, 88.2, 11/01/2017 16:31:31, 43.352278N, 79.762895W, 11, B04827,, 
1034,  155, 97.4,  529,  342, 11/01/2017 16:32:46, 43.352280N, 79.762773W, 11, B04828,, 
1035,  152, 91.1,  497,  334, 11/01/2017 16:32:55, 43.352280N, 79.762772W, 11, B04829,, 
1036,  481,  324,  147, 96.6, 11/01/2017 16:33:04, 43.352282N, 79.762758W, 11, B04830,, 
1037,  0.0,  0.0,  578,  373, 11/01/2017 16:34:19, 43.352282N, 79.762602W, 11, B04831,, 
1038,  149, 96.9,  535,  297, 11/01/2017 16:35:47, 43.352353N, 79.762755W, 11, B04832,, 
1039,  163, 95.0,  548,  313, 11/01/2017 16:35:54, 43.352353N, 79.762745W, 11, B04833,, 
1040,  584,  320,  132, 94.0, 11/01/2017 16:36:02, 43.352350N, 79.762748W, 11, B04834,, 
1041, 67.7, 30.2, 15.3,  6.7, 11/01/2017 16:37:25, 43.352472N, 79.762785W, 11, B04835,, 
1042, , , , , 11/01/2017 16:37:31, 43.352470N, 79.762787W, 11, B04836,, 
1043,  125, 80.6,  562,  314, 11/01/2017 16:39:11, 43.352435N, 79.762798W, 11, B04837,, 
1044,  134, 85.6,  538,  311, 11/01/2017 16:39:18, 43.352435N, 79.762798W, 11, B04838,, 
1045,  522,  310,  135, 80.9, 11/01/2017 16:39:29, 43.352435N, 79.762798W, 11, B04839,, 
1046,  146, 77.5,  583,  318, 11/01/2017 16:41:39, 43.352477N, 79.762898W, 11, B04840,, 
1047,  103, 70.5,  516,  345, 11/01/2017 16:41:48, 43.352477N, 79.762898W, 11, B04841,, 
1048,  518,  329,  163, 84.6, 11/01/2017 16:41:55, 43.352475N, 79.762898W, 11, B04842,, 
1049, 46.1, 24.5, 20.7, 14.0, 11/01/2017 16:42:23, 43.352475N, 79.762897W, 11, B04843,, 
1050,  137,  108, 46.8, 29.1, 11/01/2017 16:42:39, 43.352472N, 79.762895W, 11, B04844,, 
1051,  403,  304,  139, 95.8, 11/01/2017 16:47:41, 43.350817N, 79.763480W, 11, B04845,, 
1052, , , , , 11/01/2017 16:48:04, 43.350818N, 79.763478W, 11, B04846,, 
1053, , , , , 11/01/2017 16:48:06, 43.350818N, 79.763478W, 11, B04847,, 
1054,  468,  293,  131, 92.1, 11/01/2017 16:49:47, 43.350805N, 79.763473W, 11, B04848,, 
1055, 33.8, 15.6, 15.3,  6.2, 11/01/2017 16:50:44, 43.350903N, 79.763420W, 11, B04849,, 
1056, , , , , 11/01/2017 16:51:33, 43.350992N, 79.763315W, 11, B04850,, 
1057,  0.0, -0.5,  241,  172, 11/01/2017 16:55:20, 43.350305N, 79.764087W, 11, B04851,, 
1058, , , , , 11/01/2017 16:56:24, 43.350333N, 79.764148W, 11, B04852,, 
1059,  374,  248,  130, 81.2, 11/01/2017 16:57:29, 43.350247N, 79.764250W, 11, B04853,, 
1060,  0.0,  0.0,  703,  342, 11/01/2017 17:00:31, 43.349917N, 79.764680W, 11, B04854,, 
1061,  0.8,  0.0,  494,  360, 11/01/2017 17:00:49, 43.349897N, 79.764693W, 11, B04855,, 
1062, , , , , 11/01/2017 17:01:46, 43.349880N, 79.764670W, 11, B04856,, 
1063,  7.7,  2.6, 62.3, 26.5, 11/01/2017 17:02:55, 43.349762N, 79.764942W, 11, B04857,, 
1064,  0.8,  0.5,  0.8,  0.5, 11/01/2017 18:28:50, 43.364695N, 79.737680W, 11, B04858,, 
1065,  0.8,  0.5,  0.8,  0.5, 11/01/2017 18:29:00, 43.364695N, 79.737678W, 11, B04859,, 
1066,  0.8,  0.5,  0.8,  1.1, 11/01/2017 18:29:14, 43.364725N, 79.737707W, 11, B04860,, 
1067,  0.8,  1.1,  0.8,  1.1, 11/01/2017 18:29:24, 43.364740N, 79.737695W, 11, B04861,, 
1068, , , , , 11/01/2017 18:30:07, 43.364770N, 79.737690W, 11, B04862,, 
1069,  0.8,  0.0, 94.2, 76.4, 11/01/2017 18:37:16, 43.366565N, 79.734130W, 11, B04863,, 
1070,  0.8,  0.5,  102, 80.1, 11/01/2017 18:37:28, 43.366625N, 79.734102W, 11, B04864,, 
1071,  0.8,  0.5,  0.8,  1.1, 11/01/2017 18:40:22, 43.366687N, 79.732925W, 11, B04865,, 
1072,  0.8,  0.5,  528,  325, 11/01/2017 18:40:34, 43.366687N, 79.732922W, 11, B04866,, 
1073, 80.7, 36.8,  0.8,  0.5, 11/01/2017 18:43:11, 43.366837N, 79.732877W, 11, B04867,, 
1074,  0.8,  1.1, 88.6, 72.1, 11/01/2017 18:45:55, 43.366905N, 79.732437W, 11, B04868,, 
1075,  0.8,  1.1, 96.5, 78.5, 11/01/2017 18:46:09, 43.366907N, 79.732437W, 11, B04869,, 
1076,  0.8,  1.1,  113, 95.9, 11/01/2017 19:21:10, 43.364672N, 79.745908W, 11, B04870,, 
1077, 24.6, 18.2,  127, 98.3, 11/01/2017 19:21:19, 43.364672N, 79.745910W, 11, B04871,, 
1078, 46.6, 20.2,  233, 91.9, 11/01/2017 19:23:03, 43.364553N, 79.745478W, 11, B04872,, 
1079,  0.8,  1.1,  123,  101, 11/01/2017 19:28:34, 43.363495N, 79.745377W, 11, B04873,, 
1080,  502,  325,  171, 92.1, 11/01/2017 19:29:10, 43.363473N, 79.745363W, 11, B04874,, 
1081,  1.6,  1.1,  139,  105, 11/01/2017 19:30:42, 43.363458N, 79.745073W, 11, B04875,, 
1082,  513,  380,  1.6,  1.1, 11/01/2017 19:32:09, 43.363432N, 79.744778W, 11, B04876,, 
1083, 29.9, 25.0,  447,  361, 11/01/2017 19:32:19, 43.363427N, 79.744795W, 11, B04877,, 
1084,  551,  319,  170, 90.5, 11/01/2017 19:35:24, 43.363497N, 79.744553W, 11, B04878,, 
1085, 19.7, 11.2,  119, 96.9, 11/01/2017 19:36:52, 43.363633N, 79.744312W, 11, B04879,, 
1086,  1.6,  1.1,  320,  218, 11/01/2017 19:38:52, 43.363303N, 79.744128W, 11, B04880,, 
1087,  1.6,  1.1,  457,  212, 11/01/2017 19:38:59, 43.363317N, 79.744135W, 11, B04881,, 
1088,  1.6,  0.5,  365,  283, 11/01/2017 19:40:12, 43.363333N, 79.744112W, 11, B04882,, 
1089,  0.8,  0.5,  458,  247, 11/01/2017 19:40:20, 43.363333N, 79.744112W, 11, B04883,, 
1090,  1.6,  1.1,  129, 97.4, 11/01/2017 19:43:36, 43.364255N, 79.743770W, 11, B04884,, 
1091,  521,  326,  158, 93.7, 11/01/2017 19:45:52, 43.365335N, 79.742167W, 11, B04885,, 
1092,  1.6,  1.1,  662,  391, 11/01/2017 19:47:52, 43.365468N, 79.741852W, 11, B04886,, 
1093, 10.3,  5.4, 94.7, 50.1, 11/01/2017 19:50:16, 43.365598N, 79.741638W, 11, B04888,, 
1094, 49.9, 21.4,  252, 94.8, 11/01/2017 19:57:27, 43.363855N, 79.742847W, 11, B04889,, 
1095, 42.7, 18.2,  281,  104, 11/01/2017 20:00:10, 43.363272N, 79.742038W, 11, B04890,, 
1096,  0.8,  0.5,  123, 93.2, 11/01/2017 20:01:53, 43.363497N, 79.742670W, 11, B04891,, 
1097, , , , , 11/01/2017 20:08:40, 43.364082N, 79.748963W, 11, B04892,, 
1098, , , , , 11/01/2017 20:10:08, 43.364513N, 79.748490W, 11, B04893,, 
1099, , , , , 11/01/2017 20:16:53, 43.365790N, 79.750355W, 11, B04894,, 
1100, , , , , 11/01/2017 20:20:01, 43.366440N, 79.751018W, 11, B04895,, 
1101, , , , , 11/01/2017 20:24:13, 43.366130N, 79.751025W, 11, B04896,, 
1102,  148,  112,  0.8,  1.1, 11/01/2017 20:34:34, 0.000000 , 0.000000 , 11, B04897,, 
1103,  1.6,  1.1,  157,  119, 11/01/2017 20:34:45, 43.369747N, 79.751978W, 11, B04898,, 
1104,  1.6,  1.6,  473,  314, 11/01/2017 20:40:56, 43.370755N, 79.753422W, 11, B04899,, 
1105, 63.5, 32.1, 11.9,  5.9, 11/01/2017 20:58:58, 43.363070N, 79.757470W, 11, B04900,, 
1106,  110, 57.8, 12.7,  6.4, 11/01/2017 20:59:07, 43.363073N, 79.757475W, 11, ,, 
1107,  415,  334,  114, 75.4, 11/01/2017 20:59:22, 43.363060N, 79.757478W, 11, B04902,, 
1108,  591,  350,  0.8,  1.1, 11/01/2017 20:59:32, 43.363072N, 79.757485W, 11, B04903,, 
1109,  0.8,  1.1, 84.2, 71.1, 11/01/2017 21:01:10, 43.362973N, 79.757328W, 11, B04904,, 
1110,  5.5,  2.7, 88.4, 41.0, 11/01/2017 21:01:20, 43.362958N, 79.757315W, 11, ,, 
1111,  0.8,  1.1,  102, 80.9, 11/01/2017 21:04:28, 43.362422N, 79.756510W, 11, B04906,, 
1112,  0.8,  1.1,  110, 90.8, 11/01/2017 21:04:37, 43.362418N, 79.756525W, 11, B04907,, 
1113,  0.8,  1.1,  107, 87.0, 11/01/2017 21:04:59, 43.362453N, 79.756542W, 11, B04908,, 
1114,  0.8,  1.1, 90.2, 75.8, 11/01/2017 21:07:23, 43.362367N, 79.756507W, 11, B04909,, 
1115,  0.8,  1.1, 92.6, 77.8, 11/01/2017 21:07:31, 43.362370N, 79.756502W, 11, B04910,, 
1116,  0.8,  1.1, 78.7, 67.4, 11/01/2017 21:07:39, 43.362370N, 79.756500W, 11, B04911,, 
1117,  0.8,  1.1, 68.4, 58.9, 11/01/2017 21:11:01, 43.361522N, 79.755240W, 11, B04912,, 
1118,  470,  345,  129, 72.3, 11/01/2017 21:12:57, 43.361367N, 79.755213W, 11, B04913,, 
1119,  0.8,  0.5,  701,  345, 11/01/2017 21:14:18, 43.361293N, 79.755065W, 11, B04914,, 
1120,  0.8,  0.5,  110, 88.4, 11/01/2017 21:17:40, 43.360505N, 79.753947W, 11, B04915,, 
1121,  1.6,  0.5,  113, 90.3, 11/01/2017 21:17:51, 43.360505N, 79.753947W, 11, B04916,, 
1122,  1.6,  0.5,  116, 92.6, 11/01/2017 21:18:00, 43.360505N, 79.753945W, 11, B04917,, 
1123,  0.8,  1.1, 98.9, 82.2, 11/01/2017 21:20:39, 43.360603N, 79.753932W, 11, B04918,, 
1124,  0.8,  1.1,  109, 87.0, 11/01/2017 21:20:53, 43.360602N, 79.753932W, 11, B04919,, 
1125,  0.8,  1.1,  111, 89.2, 11/01/2017 21:21:03, 43.360602N, 79.753930W, 11, B04920,, 
1126,  1.6,  1.1, 88.1, 72.7, 11/01/2017 21:23:32, 43.360098N, 79.753257W, 11, B04921,, 
1127,  1.6,  1.1,  638,  298, 11/01/2017 21:26:09, 43.359173N, 79.754395W, 11, B04922,, 
1128,  0.8,  1.1, 70.2, 30.9, 11/01/2017 21:32:31, 43.360672N, 79.751900W, 11, B04923,, 
1129,  0.8,  1.1,  658,  364, 11/01/2017 21:34:08, 43.360588N, 79.751877W, 11, B04924,, 
1130,  546,  348,  162, 88.9, 11/01/2017 21:35:00, 43.360488N, 79.751822W, 11, B04925,, 
1131, , , , , 11/01/2017 21:36:29, 43.360842N, 79.752142W, 11, B04926,, 
1132,  574,  347,  0.8,  1.1, 11/01/2017 21:42:02, 43.362262N, 79.754067W, 11, B04927,, 
1133,  0.8,  1.1,  600,  362, 11/01/2017 21:42:15, 43.362263N, 79.754063W, 11, B04928,, 
1134,  0.8,  1.1, 68.4, 30.8, 11/01/2017 21:43:37, 43.362332N, 79.754093W, 11, B04929,, 
1135,  593,  335,  187,  105, 11/01/2017 21:45:21, 43.362585N, 79.754192W, 11, B04930,, 
1136,  0.8,  1.1,  127,  108, 11/01/2017 21:45:39, 43.362585N, 79.754193W, 11, B04931,, 
1137,  0.8,  1.1,  544,  333, 11/01/2017 21:46:39, 43.362585N, 79.754205W, 11, B04932,, 
1138,  617,  290,  116, 77.0, 11/01/2017 21:48:40, 43.363147N, 79.754915W, 11, B04933,, 
1139,  509,  307,  155,  101, 11/01/2017 21:53:10, 43.364897N, 79.752442W, 11, B04934,, 
1140,  624,  306,  156,  102, 11/01/2017 21:55:25, 43.364443N, 79.751735W, 11, B04935,, 
1141,  611,  307,  166, 91.4, 11/02/2017 14:27:10, 0.000000 , 0.000000 , 11, B04936,, 
1142,  0.0,  0.0,  628,  373, 11/02/2017 14:32:51, 43.358583N, 79.756907W, 11, B04937,, 
1143,  569,  312,  172, 98.8, 11/02/2017 14:34:24, 43.358995N, 79.757243W, 11, B04938,, 
1144,  0.0,  0.0,  507,  284, 11/02/2017 14:36:16, 43.360007N, 79.758700W, 11, B04939,, 
1145,  615,  313,  158, 94.8, 11/02/2017 14:37:29, 43.359950N, 79.758843W, 11, B04940,, 
1146,  335,  228,  126, 82.9, 11/02/2017 14:40:16, 43.360455N, 79.759377W, 11, B04941,, 
1147, , , , , 11/02/2017 14:43:17, 43.359393N, 79.756372W, 11, ,, 
1148,  0.0,  0.0,  332,  214, 11/02/2017 14:44:10, 43.359263N, 79.756090W, 11, ,, 
1149, 31.2, 14.3,  199, 80.5, 11/02/2017 14:47:45, 43.359417N, 79.760777W, 11, B04943,, 
1150, 34.3, 15.9,  136, 60.9, 11/02/2017 14:47:57, 43.359403N, 79.760730W, 11, B04944,, 
1151,  3.9,  1.6, 88.1, 41.8, 11/02/2017 14:51:56, 43.356897N, 79.758898W, 11, B04945,, 
1152,  554,  286,  153, 84.5, 11/02/2017 14:53:15, 43.356790N, 79.758780W, 11, B04946,, 
1153,  545,  291,  112, 72.0, 11/02/2017 14:57:34, 43.355187N, 79.760932W, 11, B04947,, 
1154,  0.0,  0.0, 84.7, 71.8, 11/02/2017 14:58:41, 43.355212N, 79.760932W, 11, B04948,, 
1155, , , , , 11/02/2017 15:01:18, 43.357248N, 79.763497W, 11, B04949,, 
1156, 53.8, 23.8,  259,  101, 11/02/2017 15:02:19, 43.357258N, 79.763393W, 11, B04950,, 
1157, 52.1, 22.7,  273,  103, 11/02/2017 15:02:28, 43.357218N, 79.763408W, 11, B04951,, 
1158,  0.0,  0.0, 91.7, 75.5, 11/02/2017 15:04:51, 43.357317N, 79.762780W, 11, B04952,, 
1159,  0.0,  0.0,  135,  103, 11/02/2017 15:09:18, 43.355762N, 79.763668W, 11, B04953,, 
1160,  0.0,  0.0,  173,  117, 11/02/2017 15:09:30, 43.355747N, 79.763652W, 11, B04954,, 
1161,  0.0, -0.5, 81.1, 68.3, 11/02/2017 15:09:39, 43.355742N, 79.763632W, 11, B04955,, 
1162,  0.0, -0.5, 56.9, 50.8, 11/02/2017 15:11:52, 43.355713N, 79.763647W, 11, B04956,, 
1163,  0.0, -0.5, 61.4, 54.4, 11/02/2017 15:12:01, 43.355713N, 79.763647W, 11, B04957,, 
1164,  0.0, -0.5, 74.1, 65.1, 11/02/2017 15:12:10, 43.355713N, 79.763648W, 11, B04958,, 
1165,  439,  292,  0.0,  0.0, 11/02/2017 15:15:45, 43.356388N, 79.764603W, 11, B04959,, 
1166,  0.0,  0.0,  408,  303, 11/02/2017 15:15:57, 43.356398N, 79.764643W, 11, B04960,, 
1167,  0.0,  0.0,  341,  261, 11/02/2017 15:20:56, 43.353668N, 79.767870W, 11, B04961,, 
1168,  5.4,  3.2, 57.2, 28.4, 11/02/2017 15:22:29, 43.353732N, 79.767767W, 11, B04962,, 
1169,  598,  292,  0.0, -0.5, 11/02/2017 15:23:50, 43.353662N, 79.767730W, 11, B04963,, 
1170,  0.0,  0.0,  625,  307, 11/02/2017 15:24:00, 43.353653N, 79.767733W, 11, B04964,, 
1171,  0.0,  0.0, 61.8, 57.2, 11/02/2017 15:27:50, 43.353085N, 79.766912W, 11, B04965,, 
1172,  0.0,  0.0, 96.9, 82.1, 11/02/2017 15:29:14, 43.353095N, 79.766848W, 11, B04971,, 
1173,  0.0, -0.5, 61.1, 54.6, 11/02/2017 15:31:36, 43.353022N, 79.766555W, 11, B04973,, 
1174, 45.7, 24.7, 15.5, 11.6, 11/02/2017 15:34:12, 43.353020N, 79.766380W, 11, B04974,, 
1175,  501,  307,  125, 79.0, 11/02/2017 15:58:04, 43.352775N, 79.765435W, 11, B04975,, 
1176,  0.0, -0.5, 92.0, 79.3, 11/02/2017 15:59:36, 43.352745N, 79.764865W, 11, B04976,, 
1177,  0.0,  0.0, 84.2, 69.8, 11/02/2017 16:01:54, 43.352550N, 79.764203W, 11, B04977,, 
1178,  0.0,  0.0, 73.6, 62.1, 11/02/2017 16:02:01, 43.352558N, 79.764208W, 11, B04978,, 
1179,  0.0,  0.0, 82.7, 68.3, 11/02/2017 16:02:09, 43.352562N, 79.764213W, 11, B04979,, 
1180, , , , , 11/02/2017 16:02:55, 43.352532N, 79.764008W, 11, B04980,, 
1181,  465,  321,  140, 86.9, 11/02/2017 16:04:01, 43.352657N, 79.763952W, 11, B04981,, 
1182,  0.0, -0.5, 79.3, 68.1, 11/02/2017 16:05:33, 43.352608N, 79.764082W, 11, B04982,, 
1183,  0.0, -0.5, 78.5, 67.1, 11/02/2017 16:05:42, 43.352608N, 79.764083W, 11, B04983,, 
1184,  0.0, -0.5, 72.5, 64.6, 11/02/2017 16:05:51, 43.352610N, 79.764080W, 11, B04984,, 
1185,  0.0, -1.6,  633,  384, 11/02/2017 16:09:24, 43.354042N, 79.764938W, 11, B04985,, 
1186, 55.2, 23.8,  201, 80.6, 11/02/2017 16:09:47, 43.354065N, 79.764903W, 11, B04986,, 
1187, 60.1, 25.1,  260,  103, 11/02/2017 16:09:55, 43.354078N, 79.764895W, 11, B04987,, 
1188,  544,  259,  127, 85.6, 11/02/2017 16:16:20, 43.352003N, 79.766042W, 11, B04988,, 
1189,  599,  292,  168, ****, 11/02/2017 16:25:32, 43.359790N, 79.749108W, 11, B04989,, 
1190,  356,  204,  139, 92.7, 11/02/2017 16:25:59, 43.359790N, 79.749108W, 11, B04990,, 
1191,  590,  313,  142, 70.9, 11/02/2017 16:27:44, 43.361127N, 79.747018W, 11, B04991,, 
1192,  541,  327,  133, 76.4, 11/02/2017 16:31:25, 43.360627N, 79.746098W, 11, B04992,, 
1193,  627,  340,  0.0, -0.5, 11/02/2017 16:33:46, 43.360762N, 79.745687W, 11, B04993,, 
1194,  0.0, -0.5,  596,  299, 11/02/2017 16:35:39, 43.359220N, 79.748458W, 11, B04994,, 
1195,  501,  338,  129, 85.8, 11/02/2017 16:35:59, 43.359220N, 79.748457W, 11, B04995,, 
1196,  0.0, -0.5,  601,  313, 11/02/2017 16:37:18, 43.358942N, 79.748848W, 11, B04996,, 
1197,  574,  260,  143, 83.0, 11/02/2017 16:39:36, 43.358615N, 79.749272W, 11, B04997,, 
1198,  0.0, -0.5,  410,  202, 11/02/2017 16:42:48, 43.359648N, 79.752215W, 11, B04998,, 
1199,  0.0, -0.5,  107, 88.7, 11/02/2017 16:46:07, 43.358208N, 79.750387W, 11, B04999,, 
1200,  0.0, -0.5,  307,  238, 11/02/2017 16:46:17, 43.358187N, 79.750382W, 11, B05000,, 
1201,  0.0, -0.5, 87.3, 76.7, 11/02/2017 16:50:37, 43.359000N, 79.753057W, 11, B04493,, 
1202,  515,  303, , , 11/02/2017 16:57:32, 43.358125N, 79.751692W, 11, B02501,, 
1203,  403,  273,  121, 85.3, 11/02/2017 16:57:41, 43.358133N, 79.751697W, 11, ,, 
1204,  0.0, -0.5, 87.9, 75.9, 11/02/2017 16:59:51, 43.356910N, 79.750240W, 11, B02502,, 
1205,  576,  302,  0.0, -0.5, 11/02/2017 17:03:59, 43.355900N, 79.752755W, 11, B02503,, 
1206,  0.0, -0.5,  566,  338, 11/02/2017 17:04:09, 43.355893N, 79.752735W, 11, B02504,, 
1207,  0.0, -1.1,  498,  265, 11/02/2017 17:05:24, 43.355875N, 79.752885W, 11, B02505,, 
1208,  0.0, -0.5,  444,  293, 11/02/2017 17:05:33, 43.355840N, 79.752885W, 11, B02506,, 
1209,  0.0, -0.5,  590,  403, 11/02/2017 17:06:44, 43.355708N, 79.752762W, 11, B02507,, 
1210,  443,  317,  146, 82.4, 11/02/2017 17:08:20, 43.355958N, 79.752897W, 11, B02508,, 
1211,  548,  304,  114, 81.1, 11/02/2017 17:11:33, 43.356815N, 79.754052W, 11, B02509,, 
1212,  0.0,  0.0,  645,  298, 11/02/2017 17:11:49, 43.356820N, 79.754097W, 11, B02510,, 
1213,  0.0, -1.6,  521,  334, 11/02/2017 17:15:01, 43.357273N, 79.754792W, 11, B02511,, 
1214,  528,  344,  140, 83.8, 11/02/2017 17:22:03, 43.354520N, 79.755663W, 11, B02512,, 
1215,  676,  340,  0.0,  0.0, 11/02/2017 17:22:28, 43.354520N, 79.755662W, 11, B02513,, 
1216,  0.0, -0.5,  588,  361, 11/02/2017 17:22:36, 43.354522N, 79.755660W, 11, B02514,, 
1217,  0.0, -0.5, 79.4, 70.2, 11/02/2017 17:23:59, 43.354453N, 79.755740W, 11, B02515,, 
1218, 44.2, 17.9,  249, 92.9, 11/02/2017 17:27:42, 43.354133N, 79.757482W, 11, B02516,, 
1219, 49.5, 19.4,  241, 88.5, 11/02/2017 17:27:51, 43.354137N, 79.757488W, 11, B02517,, 
1220,  0.0, -0.5, 77.8, 70.2, 11/02/2017 17:30:17, 43.354557N, 79.757878W, 11, B02518,, 
1221, 72.1, 33.7,  0.0, -0.5, 11/02/2017 17:31:53, 43.354743N, 79.758245W, 11, B02519,, 
1222,  0.0, -0.5,  566,  381, 11/02/2017 17:32:00, 43.354745N, 79.758245W, 11, B02520,, 
1223,  550,  288,  131, 87.1, 11/02/2017 17:35:08, 43.354567N, 79.758877W, 11, B02521,, 
1224, 96.9, 50.0, 11.6,  4.7, 11/02/2017 17:40:45, 43.351500N, 79.757773W, 11, B02522,, 
1225, 98.9, 50.9, 11.6,  4.7, 11/02/2017 17:40:53, 43.351490N, 79.757763W, 11, B02523,, 
1226,  666,  368,  0.0, -0.5, 11/02/2017 17:41:04, 43.351478N, 79.757767W, 11, B02524,, 
1227,  0.0, -0.5, 76.3, 64.4, 11/02/2017 17:43:16, 43.352472N, 79.759232W, 11, B02525,, 
1228,  0.0,  0.0, 77.3, 64.6, 11/02/2017 17:43:24, 43.352475N, 79.759227W, 11, B02526,, 
1229,  0.0, -0.5, 76.3, 64.4, 11/02/2017 17:43:33, 43.352483N, 79.759225W, 11, B02527,, 
1230,  0.0, -1.1, 81.7, 69.6, 11/02/2017 17:45:09, 43.352503N, 79.759275W, 11, B02528,, 
1231,  0.0,  0.0, 73.2, 61.8, 11/02/2017 17:45:17, 43.352502N, 79.759275W, 11, B02529,, 
1232,  0.0, -0.5, 85.0, 71.4, 11/02/2017 17:45:26, 43.352502N, 79.759273W, 11, B02530,, 
1233,  0.0,  0.0, 88.6, 76.4, 11/02/2017 17:47:13, 43.353307N, 79.760562W, 11, B02531,, 
1234,  0.0, -1.6,  358,  213, 11/02/2017 17:50:11, 43.351692N, 79.761637W, 11, B02532,, 
1235,  0.0, -1.6,  630,  383, 11/02/2017 17:51:23, 43.351372N, 79.761148W, 11, B02533,, 
1236,  609,  261,  147, 85.8, 11/02/2017 17:55:11, 43.350420N, 79.760168W, 11, B02534,, 
1237,  477,  323,  123, 90.0, 11/02/2017 17:55:37, 43.350468N, 79.760185W, 11, B02535,, 
1238,  0.0,  0.0,  104, 86.4, 11/02/2017 17:56:59, 43.350362N, 79.759993W, 11, B02536,, 
1239,  566,  301,  139, 74.2, 11/02/2017 17:58:30, 43.349483N, 79.758853W, 11, B02537,, 
1240, 40.5, 34.3, , , 11/02/2017 18:00:32, 43.349632N, 79.758643W, 11, B02538,, 
1241,  715,  391,  0.0,  0.0, 11/02/2017 18:02:06, 43.349463N, 79.758390W, 11, B02539,, 
1242,  0.0, -0.5,  686,  402, 11/02/2017 18:02:14, 43.349462N, 79.758390W, 11, B02540,, 
1243,  1.5,  0.5, 81.2, 39.9, 11/02/2017 18:10:42, 43.349132N, 79.760623W, 11, B02541,, 
1244, 67.4, 45.3, 85.3, 73.2, 11/02/2017 18:18:51, 43.350080N, 79.756990W, 11, B02542,, 
